Title,Rank,Type,Episodes,Aired,Members,Page_url,image_url,Score
Tiger & Bunny Movie 1: The Beginning,2256,Movie,1,Sep 2012 - Sep 2012,25329,https://myanimelist.net/anime/12015/Tiger___Bunny_Movie_1__The_Beginning,https://cdn.myanimelist.net/r/100x140/images/anime/2/40041.jpg?s=207074e92f3db8fa4ef13fb01b223a64,7.36
Seihou Tenshi Angel Links: Meifon no Special Kaisetsu Corner,11018,Special,1,2000 - 2000,1068,https://myanimelist.net/anime/23595/Seihou_Tenshi_Angel_Links__Meifon_no_Special_Kaisetsu_Corner,https://cdn.myanimelist.net/r/100x140/images/anime/5/61647.jpg?s=2c812b9c40ad2df2d2c5ea82fae477ae,5.44
Dou Shen Ji,9861,ONA,12,Oct 2021 - Dec 2021,3320,https://myanimelist.net/anime/50021/Dou_Shen_Ji,https://cdn.myanimelist.net/r/100x140/images/anime/1186/118588.jpg?s=0f3885ca5cee8851d7dd82ae9f6a3d83,5.77
Heike Monogatari,981,TV,11,Jan 2022 - Mar 2022,74601,https://myanimelist.net/anime/49738/Heike_Monogatari,https://cdn.myanimelist.net/r/100x140/images/anime/1282/119979.jpg?s=787feedd7b6fa0f21a1ca8a124b8feab,7.77
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,2828,TV,12,Jul 2008 - Sep 2008,26684,https://myanimelist.net/anime/4483/Mahoutsukai_ni_Taisetsu_na_Koto__Natsu_no_Sora,https://cdn.myanimelist.net/r/100x140/images/anime/10/50399.jpg?s=f5d4a8535c86568e721dd0d59b1d55b1,7.24
Cardfight!! Vanguard: Link Joker-hen,3404,TV,59,Jan 2013 - Mar 2014,22222,https://myanimelist.net/anime/15611/Cardfight_Vanguard__Link_Joker-hen,https://cdn.myanimelist.net/r/100x140/images/anime/1229/125014.jpg?s=e5c9ed6b6beedaf2f7da6244a747e9e2,7.13
Mottainai (Special),7199,Special,1,Jul 2015 - Jul 2015,4126,https://myanimelist.net/anime/31144/Mottainai_Special,https://cdn.myanimelist.net/r/100x140/images/anime/9/74819.jpg?s=a670c22fd7710d02d987e1299b476f89,6.34
Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,5129,Special,1,Jan 2021 - Jan 2021,53667,https://myanimelist.net/anime/45753/Tensei_shitara_Slime_Datta_Ken__Kanwa_-_Hinata_Sakaguchi,https://cdn.myanimelist.net/r/100x140/images/anime/1670/111154.jpg?s=7971545e01bce95a1b7665546eb0c15b,6.75
Kero Kero Keroppi no Gulliver no Bouken,10424,OVA,1,Aug 1993 - Aug 1993,523,https://myanimelist.net/anime/15663/Kero_Kero_Keroppi_no_Gulliver_no_Bouken,https://cdn.myanimelist.net/r/100x140/images/anime/12/42543.jpg?s=275a4bf144bee6237e669517dd913488,5.62
Cosmic Break,9625,ONA,4,Sep 2010 - Feb 2012,745,https://myanimelist.net/anime/17295/Cosmic_Break,https://cdn.myanimelist.net/r/100x140/images/anime/12/46191.jpg?s=d5ecbbc958806b704cd21207e9c55d8d,5.83
Utsukushii Hoshi,12140,Movie,1,1974 - 1974,465,https://myanimelist.net/anime/30330/Utsukushii_Hoshi,https://cdn.myanimelist.net/r/100x140/images/anime/5/72727.jpg?s=cdc5e5b4ec4383512498b86518ea596b,4.92
Bakumatsu Rock,8767,TV,12,Jul 2014 - Sep 2014,29382,https://myanimelist.net/anime/23037/Bakumatsu_Rock,https://cdn.myanimelist.net/r/100x140/images/anime/11/62557.jpg?s=114927f424ab480f7b2218409aafd8e9,6.02
Nyoro-n Churuya-san,6454,ONA,13,Feb 2009 - May 2009,29766,https://myanimelist.net/anime/5957/Nyoro-n_Churuya-san,https://cdn.myanimelist.net/r/100x140/images/anime/1888/112345.jpg?s=f7274c9a4510f8a491ed82d7f7af2131,6.49
Karaoke Senshi Mike-tarou,4894,TV,20,Apr 1994 - Mar 1995,557,https://myanimelist.net/anime/5140/Karaoke_Senshi_Mike-tarou,https://cdn.myanimelist.net/r/100x140/images/anime/9/69565.jpg?s=bd38e487af3392774af31a7995c2d458,6.79
Nils no Fushigi na Tabi,3306,TV,52,Jan 1980 - Mar 1981,6670,https://myanimelist.net/anime/2151/Nils_no_Fushigi_na_Tabi,https://cdn.myanimelist.net/r/100x140/images/anime/1/2296.jpg?s=d3533f305dab4fd018ea045026d8d703,7.15
Amanatsu,10035,Movie,1,Mar 2010 - Mar 2010,2534,https://myanimelist.net/anime/9595/Amanatsu,https://cdn.myanimelist.net/r/100x140/images/anime/2/26578.jpg?s=ac2f4ff6c77aac50f35af2bfd6a56ab0,5.72
Flanders no Inu,2287,TV,52,Jan 1975 - Dec 1975,7396,https://myanimelist.net/anime/2553/Flanders_no_Inu,https://cdn.myanimelist.net/r/100x140/images/anime/2/17492.jpg?s=1f457c7038f20c935621ecc5a8afe298,7.35
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,4655,Special,1,Jul 2019 - Jul 2019,54329,https://myanimelist.net/anime/40064/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_II__Past___Future,https://cdn.myanimelist.net/r/100x140/images/anime/1007/101921.jpg?s=75fde1fdc492781bf335b39671bf0628,6.85
Happy Forest,11458,ONA,1,Jul 2015 - Jul 2015,474,https://myanimelist.net/anime/36097/Happy_Forest,https://cdn.myanimelist.net/r/100x140/images/anime/9/87223.jpg?s=ce1ef343983bb57910e9edad7289477d,5.29
Agukaru: Play with Ibaraki-hen Episode 0,11567,ONA,1,Mar 2015 - Mar 2015,460,https://myanimelist.net/anime/30732/Agukaru__Play_with_Ibaraki-hen_Episode_0,https://cdn.myanimelist.net/r/100x140/images/anime/3/73822.jpg?s=9b2937f84e04e2b1a6979cc02f446510,5.24
Isekai Yakkyoku,2498,TV,12,Jul 2022 - Sep 2022,181591,https://myanimelist.net/anime/49438/Isekai_Yakkyoku,https://cdn.myanimelist.net/r/100x140/images/anime/1120/124644.jpg?s=97340e381535c2850982b6c716ce2841,7.31
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,2210,Movie,1,Dec 2010 - Dec 2010,30792,https://myanimelist.net/anime/9032/Inazuma_Eleven__Saikyou_Gundan_Ogre_Shuurai,https://cdn.myanimelist.net/r/100x140/images/anime/12/31189.jpg?s=57810e6c5ee648ef0b9330a8db0e3941,7.37
Peeping Life: World History,10178,ONA,40,Dec 2012 - Dec 2013,866,https://myanimelist.net/anime/17237/Peeping_Life__World_History,https://cdn.myanimelist.net/r/100x140/images/anime/8/46043.jpg?s=c6ffdfb6ee15257dd769bd23a2b3d54c,5.68
Gegege no Kitarou: Jigoku-hen,8435,TV,7,Feb 1988 - Mar 1988,1114,https://myanimelist.net/anime/8158/Gegege_no_Kitarou__Jigoku-hen,https://cdn.myanimelist.net/r/100x140/images/anime/6/90097.jpg?s=fd0bb55d0d3d029c000f9e32854e5711,6.09
Akuma Tou no Prince: Mitsume ga Tooru,8054,Special,1,Aug 1985 - Aug 1985,830,https://myanimelist.net/anime/19773/Akuma_Tou_no_Prince__Mitsume_ga_Tooru,https://cdn.myanimelist.net/r/100x140/images/anime/5/52791.jpg?s=3c266ddea5b288c85518f28bceb28fad,6.17
A New Journey,8716,ONA,1,Jan 2019 - Jan 2019,2276,https://myanimelist.net/anime/39057/A_New_Journey,https://cdn.myanimelist.net/r/100x140/images/anime/1549/98385.jpg?s=d4d4c2806486b07247beee02ca64e76f,6.03
Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,5290,ONA,3,Oct 2013 - Jan 2014,13086,https://myanimelist.net/anime/23405/Tokyo_Ravens__Kon_ga_Oshiete_Moshi_Agemasu_Maru_Wakari_Tokyo_Ravens,https://cdn.myanimelist.net/r/100x140/images/anime/6/61407.jpg?s=c5a2a1f1094be13e114ba1c7de7aa0c7,6.71
Hanaukyou Maid-tai,5989,TV,12,Apr 2001 - Jun 2001,31591,https://myanimelist.net/anime/403/Hanaukyou_Maid-tai,https://cdn.myanimelist.net/r/100x140/images/anime/12/3066.jpg?s=048be3bb465adba959d08ca061236c6a,6.58
Oira no Hijouji,12084,Movie,1,1936 - 1936,523,https://myanimelist.net/anime/35394/Oira_no_Hijouji,https://cdn.myanimelist.net/r/100x140/images/anime/13/85248.jpg?s=d4d31b950ea343f9e143b5499c055b99,4.96
Meisou-Ou Border,11267,OVA,1,Sep 1991 - Sep 1991,886,https://myanimelist.net/anime/16255/Meisou-Ou_Border,https://cdn.myanimelist.net/r/100x140/images/anime/4/43745.jpg?s=91ebb23ed5f8c283310baf7aaf44f315,5.36
Huyao Xiao Hongniang: Yue Hong,1369,ONA,13,Jun 2016 - Sep 2016,13249,https://myanimelist.net/anime/33446/Huyao_Xiao_Hongniang__Yue_Hong,https://cdn.myanimelist.net/r/100x140/images/anime/1207/91950.jpg?s=5f469bad13034586e44b283206b36f9b,7.61
Saiyuuki,7789,Movie,1,Aug 1960 - Aug 1960,3222,https://myanimelist.net/anime/4481/Saiyuuki,https://cdn.myanimelist.net/r/100x140/images/anime/1741/100518.jpg?s=bf8fad637ec38f79cbe5115241139799,6.22
Neko ga Kureta Marui Shiawase,8449,ONA,5,May 2017 - Mar 2018,1266,https://myanimelist.net/anime/35624/Neko_ga_Kureta_Marui_Shiawase,https://cdn.myanimelist.net/r/100x140/images/anime/10/85878.jpg?s=8a8bcbe3cc8408ccc16ec9256f7941c3,6.09
RS Keikaku: Rebirth Storage,11016,Special,1,Jun 2016 - Jun 2016,6135,https://myanimelist.net/anime/32950/RS_Keikaku__Rebirth_Storage,https://cdn.myanimelist.net/r/100x140/images/anime/2/80584.jpg?s=91ca0492fcbd0da7e459d8888ecc20c2,5.44
Taiyou no Yuusha Fighbird,3606,TV,48,Feb 1991 - Feb 1992,3679,https://myanimelist.net/anime/4532/Taiyou_no_Yuusha_Fighbird,https://cdn.myanimelist.net/r/100x140/images/anime/3/31133.jpg?s=ad5ae98cd1b8ed36abaa624ce69ec3ea,7.09
One Piece: Adventure of Nebulandia,2810,Special,1,Dec 2015 - Dec 2015,40576,https://myanimelist.net/anime/32051/One_Piece__Adventure_of_Nebulandia,https://cdn.myanimelist.net/r/100x140/images/anime/5/77050.jpg?s=2322f04dddea8a4c98a4b494c36c6588,7.25
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,4770,Movie,1,May 2006 - May 2006,9818,https://myanimelist.net/anime/11009/Pokemon_3D_Adventure_2__Pikachu_no_Kaitei_Daibouken,https://cdn.myanimelist.net/r/100x140/images/anime/4/30543.jpg?s=fea92c2b40ed8c317c8ee11935729049,6.82
Arslan Senki (TV),1243,TV,25,Apr 2015 - Sep 2015,365492,https://myanimelist.net/anime/28249/Arslan_Senki_TV,https://cdn.myanimelist.net/r/100x140/images/anime/6/73588.jpg?s=221c95416df9bafd6d555e91cffce99d,7.66
Doraemon,2203,TV,26,Apr 1973 - Sep 1973,20272,https://myanimelist.net/anime/501/Doraemon,https://cdn.myanimelist.net/r/100x140/images/anime/10/33865.jpg?s=624e8fc6806424572df5bf16e3dcbdb9,7.37
Susume! Godzilland,8966,OVA,4,1994 - 1996,475,https://myanimelist.net/anime/34813/Susume_Godzilland,https://cdn.myanimelist.net/r/100x140/images/anime/1279/112689.jpg?s=55f81bae6dd764661d897af144335b0e,5.98
Another,1789,TV,12,Jan 2012 - Mar 2012,1610022,https://myanimelist.net/anime/11111/Another,https://cdn.myanimelist.net/r/100x140/images/anime/4/75509.jpg?s=d9c2b42f5374b1feb32e67a5025ae595,7.48
TV Yarou Nanaana: Wakuwaku Doukutsu Land,8694,TV,24,Apr 2019 - Sep 2019,1345,https://myanimelist.net/anime/39581/TV_Yarou_Nanaana__Wakuwaku_Doukutsu_Land,https://cdn.myanimelist.net/r/100x140/images/anime/1383/99945.jpg?s=adcb719d656f43502c11616848053cc7,6.04
Chobits: Chibits,4140,Special,1,Jun 2003 - Jun 2003,46372,https://myanimelist.net/anime/596/Chobits__Chibits,https://cdn.myanimelist.net/r/100x140/images/anime/9/34375.jpg?s=8eb7526a67bd320f65666c7897f0dac5,6.97
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,7688,Movie,1,Dec 1984 - Dec 1984,1629,https://myanimelist.net/anime/6028/Dr_Slump_Movie_04__Arale-chan_Hoyoyo_Nanaba_Shiro_no_Hihou,https://cdn.myanimelist.net/r/100x140/images/anime/12/62043.jpg?s=ed41fdcee6d3d1f9e244377f5c8e2437,6.25
Fin-tan,11959,ONA,3,Feb 2017 - Sep 2017,391,https://myanimelist.net/anime/34980/Fin-tan,https://cdn.myanimelist.net/r/100x140/images/anime/13/84480.jpg?s=460536ab390a207ca8f265b01b759f78,5.04
Mogura no Motoro,10618,Movie,1,Jul 1962 - Jul 1962,466,https://myanimelist.net/anime/23005/Mogura_no_Motoro,https://cdn.myanimelist.net/r/100x140/images/anime/5/81484.jpg?s=d4bacca56b116b295bf15f34fea330ea,5.56
Pinocchio yori Piccolino no Bouken,7640,TV,52,Apr 1976 - May 1977,2112,https://myanimelist.net/anime/2567/Pinocchio_yori_Piccolino_no_Bouken,https://cdn.myanimelist.net/r/100x140/images/anime/3/60891.jpg?s=ddd2d7b109a52b14bca620382d48eac0,6.26
Fate/stay night Movie: Heaven's Feel - III. Spring Song,58,Movie,1,Aug 2020 - Aug 2020,325531,https://myanimelist.net/anime/33050/Fate_stay_night_Movie__Heavens_Feel_-_III_Spring_Song,https://cdn.myanimelist.net/r/100x140/images/anime/1142/112957.jpg?s=5def2155b13d757c74eeee6845c0a871,8.68
Aria the Origination: Sono Choppiri Himitsu no Basho ni...,643,Special,1,Jun 2008 - Jun 2008,21148,https://myanimelist.net/anime/4772/Aria_the_Origination__Sono_Choppiri_Himitsu_no_Basho_ni,https://cdn.myanimelist.net/r/100x140/images/anime/11/15053.jpg?s=a9c00c923ba7fe0886f90df3909e6634,7.96
Aishen Qiaokeli-ing: Wanjie Jinian,6775,ONA,1,Mar 2016 - Mar 2016,4228,https://myanimelist.net/anime/40835/Aishen_Qiaokeli-ing__Wanjie_Jinian,https://cdn.myanimelist.net/r/100x140/images/anime/1083/104669.jpg?s=0f6e4defe81f07deae0b293a5c0366e9,6.42
Dae Jang Geum: Jang Geum's Dream,4058,TV,26,Oct 2005 - Apr 2006,4344,https://myanimelist.net/anime/1778/Dae_Jang_Geum__Jang_Geums_Dream,https://cdn.myanimelist.net/r/100x140/images/anime/1/1778.jpg?s=706a5d7bb1f607b92c8319609a70d8ce,6.99
Mochi Mochi no Ki,11407,Movie,1,1972 - 1972,350,https://myanimelist.net/anime/29833/Mochi_Mochi_no_Ki,https://cdn.myanimelist.net/r/100x140/images/anime/6/71634.jpg?s=37d07eb5653cf9e208779e4db658f379,5.31
Minna to Manner wo Manabou,9775,Movie,2,Feb 2016 - Feb 2016,345,https://myanimelist.net/anime/54209/Minna_to_Manner_wo_Manabou,https://cdn.myanimelist.net/r/100x140/images/anime/1869/132669.jpg?s=c4a60e6f076255f27dbb80c27acc00ea,5.79
Naruto x UT,2223,OVA,1,Jan 2011 - Jan 2011,51305,https://myanimelist.net/anime/10075/Naruto_x_UT,https://cdn.myanimelist.net/r/100x140/images/anime/3/30485.jpg?s=1bddc9ade3775fa36047ea704d2c2edd,7.37
Akashic Re:cords,6777,ONA,1,Oct 2016 - Oct 2016,3421,https://myanimelist.net/anime/36637/Akashic_Re_cords,https://cdn.myanimelist.net/r/100x140/images/anime/5/88533.jpg?s=e32167bff2c77e36ca12c66887b8a938,6.42
Omukaisan,10525,Movie,1,2007 - 2007,326,https://myanimelist.net/anime/41796/Omukaisan,https://cdn.myanimelist.net/r/100x140/images/anime/1711/107234.jpg?s=04a3c69e7ff49e14568572a867744405,5.59
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,74,Movie,1,Jan 2020 - Jan 2020,426072,https://myanimelist.net/anime/36862/Made_in_Abyss_Movie_3__Fukaki_Tamashii_no_Reimei,https://cdn.myanimelist.net/r/100x140/images/anime/1502/110723.jpg?s=e772b96e543983ab2b0da44ce2b17650,8.63
JoJo no Kimyou na Bouken: Phantom Blood Pilot,6798,Special,1,Mar 2004 - Mar 2004,2242,https://myanimelist.net/anime/41306/JoJo_no_Kimyou_na_Bouken__Phantom_Blood_Pilot,https://cdn.myanimelist.net/r/100x140/images/anime/1704/106122.jpg?s=9d2161af02a729b5c16c6ecd51005c43,6.42
Aquarion Movie: Ippatsu Gyakuten-hen,5363,Movie,1,Sep 2007 - Sep 2007,6516,https://myanimelist.net/anime/6032/Aquarion_Movie__Ippatsu_Gyakuten-hen,https://cdn.myanimelist.net/r/100x140/images/anime/9/53887.jpg?s=58891f127d906e82b8a0a11575c922a5,6.7
Kigyou Senshi Arslan,6447,Special,6,Oct 2016 - Oct 2016,6571,https://myanimelist.net/anime/32412/Kigyou_Senshi_Arslan,https://cdn.myanimelist.net/r/100x140/images/anime/11/77775.jpg?s=617a7baaa4f366fbb89dcc26a47ffd73,6.49
Yousei Land Mukashibanashi,12524,TV,12,Apr 2017 - Jun 2017,883,https://myanimelist.net/anime/35383/Yousei_Land_Mukashibanashi,https://cdn.myanimelist.net/r/100x140/images/anime/2/85594.jpg?s=8e3eb444e49e64ac1d234f7f572eb9b4,4.56
Kokuhaku,12785,ONA,1,Aug 2015 - Aug 2015,6745,https://myanimelist.net/anime/31634/Kokuhaku,https://cdn.myanimelist.net/r/100x140/images/anime/9/76237.jpg?s=2cfb4d0aba473062ac94ada6c01adacb,2.31
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,11019,ONA,1,Aug 2008 - Aug 2008,414,https://myanimelist.net/anime/5193/Shinjuku_Shin-chan_Patrol__Warui_Otona_ni_Ki_wo_Tsukete,https://cdn.myanimelist.net/r/100x140/images/anime/11/10365.jpg?s=eb2a6491f5c7c29444fb8907a53f173a,5.44
Amon Saga,11118,OVA,1,Jul 1986 - Jul 1986,5829,https://myanimelist.net/anime/2249/Amon_Saga,https://cdn.myanimelist.net/r/100x140/images/anime/1280/99706.jpg?s=6e6c4d8d909d8cb610f34d6f7572a801,5.41
Shinseiki Duel Masters Flash,10420,TV,24,Apr 2006 - Mar 2007,796,https://myanimelist.net/anime/10525/Shinseiki_Duel_Masters_Flash,https://cdn.myanimelist.net/r/100x140/images/anime/1512/105202.jpg?s=a7e64fb3b6eb0414f9c949799e3f8bcd,5.63
Bishoujo Senshi Sailor Moon SuperS Specials,2151,Special,3,Apr 1995 - Apr 1995,22949,https://myanimelist.net/anime/3076/Bishoujo_Senshi_Sailor_Moon_SuperS_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/9/4619.jpg?s=e17377d48dffe59f522bc3e3d05ffa4d,7.38
Vanitas no Karte: En Route Pour le Gévaudan,4639,Special,1,Jan 2022 - Jan 2022,18893,https://myanimelist.net/anime/50768/Vanitas_no_Karte__En_Route_Pour_le_Gévaudan,https://cdn.myanimelist.net/r/100x140/images/anime/1570/120423.jpg?s=f677e00af9b823f82a05dd4943b26fc9,6.85
Genshiken,1319,TV,12,Oct 2004 - Dec 2004,174474,https://myanimelist.net/anime/240/Genshiken,https://cdn.myanimelist.net/r/100x140/images/anime/1890/94707.jpg?s=ddd5ae26d80a28c8a08e06bd0cf5f880,7.63
Duel Masters (2017),10765,TV,51,Apr 2017 - Mar 2018,1736,https://myanimelist.net/anime/34905/Duel_Masters_2017,https://cdn.myanimelist.net/r/100x140/images/anime/12/86604.jpg?s=a475746b88c10464706441d9addfcc21,5.52
Petit Seka,4421,ONA,10,Jan 2022 - Mar 2022,3922,https://myanimelist.net/anime/49939/Petit_Seka,https://cdn.myanimelist.net/r/100x140/images/anime/1517/128206.jpg?s=c86eeb623a8569edf1136bbfd23d23c6,6.9
Kidou Tenshi Angelic Layer,2748,TV,26,Apr 2001 - Sep 2001,57434,https://myanimelist.net/anime/52/Kidou_Tenshi_Angelic_Layer,https://cdn.myanimelist.net/r/100x140/images/anime/1192/113699.jpg?s=9203e7d6e3c30850071d03ed32b2e31e,7.26
Chibi Revenger,3202,ONA,24,Apr 2021 - Sep 2021,9973,https://myanimelist.net/anime/48735/Chibi_Revenger,https://cdn.myanimelist.net/r/100x140/images/anime/1975/114442.jpg?s=0cc51c599b03e55d487839fa183d168d,7.17
Monster Strike the Movie: Lucifer - Zetsubou no Yoake,5949,Movie,1,Nov 2020 - Nov 2020,3395,https://myanimelist.net/anime/41519/Monster_Strike_the_Movie__Lucifer_-_Zetsubou_no_Yoake,https://cdn.myanimelist.net/r/100x140/images/anime/1578/117053.jpg?s=bc561619cf387f496c4234b409c7c6bc,6.58
Choujuushin Gravion Zwei,5695,TV,12,Jan 2004 - Mar 2004,8891,https://myanimelist.net/anime/1149/Choujuushin_Gravion_Zwei,https://cdn.myanimelist.net/r/100x140/images/anime/11/75167.jpg?s=4e5a40efad0f285c68f1cfef256f0ec8,6.63
Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,9506,Special,1,Apr 1998 - Apr 1998,721,https://myanimelist.net/anime/30449/Dr_Slump__Robot_Taiketsu_Shukuteki_Dr_Mashirito_Toujou___Keen_de_Yuushou_Penguin_Grand_Prix,https://cdn.myanimelist.net/r/100x140/images/anime/10/72852.jpg?s=5794c2a43eaa8a54bbd644f9477ed45c,5.86
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,4518,Movie,1,Apr 2017 - Apr 2017,2975,https://myanimelist.net/anime/34244/Crayon_Shin-chan_Movie_25__Shin-chan_Shuurai_Uchuujin_Shiriri,https://cdn.myanimelist.net/r/100x140/images/anime/3/84509.jpg?s=23fd001f44dd3a507e3c49ccd4752950,6.88
Kidou Senshi Z Gundam II: Koibito-tachi,4169,Movie,1,Oct 2005 - Oct 2005,11225,https://myanimelist.net/anime/1968/Kidou_Senshi_Z_Gundam_II__Koibito-tachi,https://cdn.myanimelist.net/r/100x140/images/anime/1183/94730.jpg?s=5a9e98d41c07be66bfe90a543390b551,6.96
Yoiko no Rekishi Anime: Ookina Kabu (Kabu),9848,Movie,1,Nov 2016 - Nov 2016,759,https://myanimelist.net/anime/36030/Yoiko_no_Rekishi_Anime__Ookina_Kabu_Kabu,https://cdn.myanimelist.net/r/100x140/images/anime/1918/93715.jpg?s=933a79cee88d3e7384ff455dd70f5751,5.77
Oni: Kamigami Yama no Onari,4835,ONA,4,Oct 2022 - Oct 2022,411,https://myanimelist.net/anime/53432/Oni__Kamigami_Yama_no_Onari,https://cdn.myanimelist.net/r/100x140/images/anime/1108/129853.jpg?s=1cf0716d74f4517316490914b9afda00,6.81
Grisaia no Rakuen Specials,3905,Special,5,Aug 2015 - Dec 2015,60025,https://myanimelist.net/anime/31368/Grisaia_no_Rakuen_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/10/75439.jpg?s=7f927a9b468ad2aa0c0c4fa924573c5e,7.03
Yakusai Kochou,11383,OVA,1,May 1997 - May 1997,2588,https://myanimelist.net/anime/2384/Yakusai_Kochou,https://cdn.myanimelist.net/r/100x140/images/anime/2/22356.jpg?s=92bcf694b4774996f2bab3e7e7663e04,5.32
Les Misérables: Shoujo Cosette,773,TV,52,Jan 2007 - Dec 2007,28222,https://myanimelist.net/anime/1695/Les_Misérables__Shoujo_Cosette,https://cdn.myanimelist.net/r/100x140/images/anime/1/1695.jpg?s=0d3100b69cd27383584087a67b77ea4b,7.88
Juusou Kikou Dancougar Nova,9063,TV,12,Feb 2007 - May 2007,5743,https://myanimelist.net/anime/1991/Juusou_Kikou_Dancougar_Nova,https://cdn.myanimelist.net/r/100x140/images/anime/12/21707.jpg?s=55dfb84e75995fcf270202256acba0fe,5.96
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,1222,Special,2,2003 - 2003,9885,https://myanimelist.net/anime/6154/Saint_Seiya__Meiou_Hades_Juuni_Kyuu-hen_-_Yomigaerishi_Gold_Saint-tachi_no_Shinwa,https://cdn.myanimelist.net/r/100x140/images/anime/7/13518.jpg?s=637f695cfa1edcd5a66aa37aad05dc83,7.67
Shakugan no Shana-tan S,4616,Special,4,Oct 2009 - Sep 2010,23793,https://myanimelist.net/anime/7375/Shakugan_no_Shana-tan_S,https://cdn.myanimelist.net/r/100x140/images/anime/2/17657.jpg?s=e379291b7de5765947a37ebf7f0bc7b3,6.86
Baka Misérables,11130,ONA,3,May 2013 - Jun 2013,492,https://myanimelist.net/anime/20705/Baka_Misérables,https://cdn.myanimelist.net/r/100x140/images/anime/11/54813.jpg?s=c37e0fda204d267ff45113821c086e8f,5.4
Fragtime,6130,Movie,1,Nov 2019 - Nov 2019,42959,https://myanimelist.net/anime/39545/Fragtime,https://cdn.myanimelist.net/r/100x140/images/anime/1752/101373.jpg?s=f8f35c361d1b994fe5c757e1874e6b6b,6.55
Macross F,755,TV,25,Apr 2008 - Sep 2008,143801,https://myanimelist.net/anime/3572/Macross_F,https://cdn.myanimelist.net/r/100x140/images/anime/9/15648.jpg?s=b2664180f28ce3a700db97267c89c963,7.89
Seihou Tenshi Angel Links,9229,TV,13,Apr 1999 - Jun 1999,9196,https://myanimelist.net/anime/1226/Seihou_Tenshi_Angel_Links,https://cdn.myanimelist.net/r/100x140/images/anime/1578/117541.jpg?s=93ac1641c2d3e690a2ded3c21e795f2c,5.92
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,2355,Special,1,Dec 2010 - Dec 2010,8292,https://myanimelist.net/anime/9124/Ookiku_Furikabutte__Natsu_no_Taikai-hen_–_Mokuhyou,https://cdn.myanimelist.net/r/100x140/images/anime/3/25253.jpg?s=174149d247525080dba210431b54c2e7,7.34
Issunboushi,10897,Movie,1,Mar 1918 - Mar 1918,622,https://myanimelist.net/anime/10760/Issunboushi,https://cdn.myanimelist.net/r/100x140/images/anime/1091/101185.jpg?s=5b46a471974bc5fffbeeaa5f2637badd,5.48
Machikado no Märchen,9276,OVA,1,Jul 1984 - Jul 1984,2121,https://myanimelist.net/anime/11221/Machikado_no_Märchen,https://cdn.myanimelist.net/r/100x140/images/anime/10/31057.jpg?s=5b952c5f736e154ad05fddd085b10927,5.91
Spirit of Wonder: China-san no Yuuutsu,6906,OVA,1,Jun 1992 - Jun 1992,5533,https://myanimelist.net/anime/2419/Spirit_of_Wonder__China-san_no_Yuuutsu,https://cdn.myanimelist.net/r/100x140/images/anime/9/57935.jpg?s=aa50fb6fa98b17f4d9f82c2fa2656846,6.4
Self-Portrait,12477,Special,1,1988 - 1988,974,https://myanimelist.net/anime/8647/Self-Portrait,https://cdn.myanimelist.net/r/100x140/images/anime/11/23821.jpg?s=2a7e5c7de2a2a62a37917410d50ba90a,4.61
